task,horizon,ticker,model,window,date,hyperparameter,candidates,retained,missing_indicators,excluded_low_coverage,excluded_constant,retained_set,intercept_only,train_rows,rank,condition_number,effective_df,nonzero_coefficients,tree_leaves,stage
variance,1,MTRN,variance_ridge,expanding,2024-11-30,1.0,80,74,6,6,0,7c24bd052904,False,107,75,651.9668599816886,17.857069404045838,80,,specifications_variance
variance,1,MTRN,variance_forest,expanding,2024-11-30,1,80,74,6,6,0,7c24bd052904,False,107,75,651.9668599816886,,0,360.0,specifications_variance
variance,1,MTRN,variance_boost,expanding,2024-11-30,1,80,74,6,6,0,7c24bd052904,False,107,75,651.9668599816886,,0,354.0,specifications_variance
variance,1,MTRN,variance_ridge_persistence,expanding,2024-11-30,intercept_only,3,3,0,0,0,6a41edb5bbf3,True,107,0,,0.0,0,,specifications_variance
variance,1,MTRN,variance_ridge_market,expanding,2024-11-30,1.0,6,6,0,0,0,946fecfcbebd,False,107,6,4.748796971039166,2.465276783740725,6,,specifications_variance
variance,1,MTRN,variance_ridge_external,expanding,2024-11-30,1.0,8,8,0,0,0,d2d637360911,False,107,8,6.100242111799958,3.184132840660018,8,,specifications_variance
variance,1,MTRN,variance_ridge,expanding,2024-12-31,10.0,80,74,6,6,0,7c24bd052904,False,108,75,643.9027449477215,4.887836692187136,80,,specifications_variance
variance,1,MTRN,variance_forest,expanding,2024-12-31,0,80,74,6,6,0,7c24bd052904,False,108,75,643.9027449477215,,0,397.0,specifications_variance
variance,1,MTRN,variance_boost,expanding,2024-12-31,0,80,74,6,6,0,7c24bd052904,False,108,75,643.9027449477215,,0,120.0,specifications_variance
variance,1,MTRN,variance_ridge_persistence,expanding,2024-12-31,10.0,3,3,0,0,0,6a41edb5bbf3,False,108,3,2.443271293306739,0.2614438949719124,3,,specifications_variance
variance,1,MTRN,variance_ridge_market,expanding,2024-12-31,1.0,6,6,0,0,0,946fecfcbebd,False,108,6,4.74646767449916,2.4670647747686414,6,,specifications_variance
variance,1,MTRN,variance_ridge_external,expanding,2024-12-31,1.0,8,8,0,0,0,d2d637360911,False,108,8,6.087020484673408,3.1885209840177784,8,,specifications_variance
variance,1,MTRN,variance_ridge,expanding,2025-01-31,10.0,80,74,6,6,0,7c24bd052904,False,109,75,644.1818505963909,4.889348361750979,80,,specifications_variance
variance,1,MTRN,variance_forest,expanding,2025-01-31,0,80,74,6,6,0,7c24bd052904,False,109,75,644.1818505963909,,0,392.0,specifications_variance
variance,1,MTRN,variance_boost,expanding,2025-01-31,0,80,74,6,6,0,7c24bd052904,False,109,75,644.1818505963909,,0,120.0,specifications_variance
variance,1,MTRN,variance_ridge_persistence,expanding,2025-01-31,10.0,3,3,0,0,0,6a41edb5bbf3,False,109,3,2.438064957286885,0.2614773709064199,3,,specifications_variance
variance,1,MTRN,variance_ridge_market,expanding,2025-01-31,1.0,6,6,0,0,0,946fecfcbebd,False,109,6,4.740340480591072,2.4684815650191623,6,,specifications_variance
variance,1,MTRN,variance_ridge_external,expanding,2025-01-31,1.0,8,8,0,0,0,d2d637360911,False,109,8,6.081951930644417,3.190721463731339,8,,specifications_variance
variance,1,MTRN,variance_ridge,expanding,2025-02-28,10.0,80,74,6,6,0,7c24bd052904,False,110,75,638.1841213806371,4.891095130081038,80,,specifications_variance
variance,1,MTRN,variance_forest,expanding,2025-02-28,0,80,74,6,6,0,7c24bd052904,False,110,75,638.1841213806371,,0,405.0,specifications_variance
variance,1,MTRN,variance_boost,expanding,2025-02-28,0,80,74,6,6,0,7c24bd052904,False,110,75,638.1841213806371,,0,120.0,specifications_variance
variance,1,MTRN,variance_ridge_persistence,expanding,2025-02-28,10.0,3,3,0,0,0,6a41edb5bbf3,False,110,3,2.4386528528452867,0.2614858003820463,3,,specifications_variance
variance,1,MTRN,variance_ridge_market,expanding,2025-02-28,1.0,6,6,0,0,0,946fecfcbebd,False,110,6,4.7274294353474575,2.469040081862763,6,,specifications_variance
variance,1,MTRN,variance_ridge_external,expanding,2025-02-28,1.0,8,8,0,0,0,d2d637360911,False,110,8,6.070348465608304,3.195302657427648,8,,specifications_variance
variance,1,MTRN,variance_ridge,expanding,2025-03-31,10.0,80,74,6,6,0,7c24bd052904,False,111,75,627.8091904436495,4.903991318518054,80,,specifications_variance
variance,1,MTRN,variance_forest,expanding,2025-03-31,0,80,74,6,6,0,7c24bd052904,False,111,75,627.8091904436495,,0,405.0,specifications_variance
variance,1,MTRN,variance_boost,expanding,2025-03-31,0,80,74,6,6,0,7c24bd052904,False,111,75,627.8091904436495,,0,120.0,specifications_variance
variance,1,MTRN,variance_ridge_persistence,expanding,2025-03-31,10.0,3,3,0,0,0,6a41edb5bbf3,False,111,3,2.435760859083635,0.2615023735494381,3,,specifications_variance
variance,1,MTRN,variance_ridge_market,expanding,2025-03-31,1.0,6,6,0,0,0,946fecfcbebd,False,111,6,4.700175703808001,2.4712714720008004,6,,specifications_variance
variance,1,MTRN,variance_ridge_external,expanding,2025-03-31,1.0,8,8,0,0,0,d2d637360911,False,111,8,6.006466270641613,3.197834167777549,8,,specifications_variance
variance,1,MTRN,variance_ridge,expanding,2025-04-30,10.0,80,74,6,6,0,7c24bd052904,False,112,75,626.1293410693597,4.939946230917582,80,,specifications_variance
variance,1,MTRN,variance_forest,expanding,2025-04-30,0,80,74,6,6,0,7c24bd052904,False,112,75,626.1293410693597,,0,406.0,specifications_variance
variance,1,MTRN,variance_boost,expanding,2025-04-30,0,80,74,6,6,0,7c24bd052904,False,112,75,626.1293410693597,,0,120.0,specifications_variance
variance,1,MTRN,variance_ridge_persistence,expanding,2025-04-30,10.0,3,3,0,0,0,6a41edb5bbf3,False,112,3,2.434354495903778,0.2615101933999202,3,,specifications_variance
variance,1,MTRN,variance_ridge_market,expanding,2025-04-30,1.0,6,6,0,0,0,946fecfcbebd,False,112,6,4.69237338233297,2.4724191759805176,6,,specifications_variance
variance,1,MTRN,variance_ridge_external,expanding,2025-04-30,1.0,8,8,0,0,0,d2d637360911,False,112,8,6.008121175465829,3.197447497995962,8,,specifications_variance
variance,1,MTRN,variance_ridge,expanding,2025-05-31,10.0,80,74,6,6,0,7c24bd052904,False,113,75,620.806608196337,4.955507853688873,80,,specifications_variance
variance,1,MTRN,variance_forest,expanding,2025-05-31,0,80,74,6,6,0,7c24bd052904,False,113,75,620.806608196337,,0,407.0,specifications_variance
variance,1,MTRN,variance_boost,expanding,2025-05-31,0,80,74,6,6,0,7c24bd052904,False,113,75,620.806608196337,,0,120.0,specifications_variance
variance,1,MTRN,variance_ridge_persistence,expanding,2025-05-31,10.0,3,3,0,0,0,6a41edb5bbf3,False,113,3,2.434781683517592,0.2615045248907164,3,,specifications_variance
variance,1,MTRN,variance_ridge_market,expanding,2025-05-31,1.0,6,6,0,0,0,946fecfcbebd,False,113,6,4.275378507411169,2.4860472616188134,6,,specifications_variance
variance,1,MTRN,variance_ridge_external,expanding,2025-05-31,1.0,8,8,0,0,0,d2d637360911,False,113,8,6.5048390255656665,3.1614322683352265,8,,specifications_variance
variance,1,MTRN,variance_ridge,expanding,2025-06-30,10.0,80,74,6,6,0,7c24bd052904,False,114,75,599.2092213846778,4.967476353928354,80,,specifications_variance
variance,1,MTRN,variance_forest,expanding,2025-06-30,0,80,74,6,6,0,7c24bd052904,False,114,75,599.2092213846778,,0,411.0,specifications_variance
variance,1,MTRN,variance_boost,expanding,2025-06-30,0,80,74,6,6,0,7c24bd052904,False,114,75,599.2092213846778,,0,120.0,specifications_variance
variance,1,MTRN,variance_ridge_persistence,expanding,2025-06-30,10.0,3,3,0,0,0,6a41edb5bbf3,False,114,3,2.43892551276482,0.2614700871788303,3,,specifications_variance
variance,1,MTRN,variance_ridge_market,expanding,2025-06-30,1.0,6,6,0,0,0,946fecfcbebd,False,114,6,4.27795286757896,2.4860159436356795,6,,specifications_variance
variance,1,MTRN,variance_ridge_external,expanding,2025-06-30,1.0,8,8,0,0,0,d2d637360911,False,114,8,6.499416601778252,3.161884752172859,8,,specifications_variance
variance,1,MTRN,variance_ridge,expanding,2025-07-31,10.0,80,74,6,6,0,7c24bd052904,False,115,75,595.1678411157395,4.97168825005844,80,,specifications_variance
variance,1,MTRN,variance_forest,expanding,2025-07-31,0,80,74,6,6,0,7c24bd052904,False,115,75,595.1678411157395,,0,413.0,specifications_variance
variance,1,MTRN,variance_boost,expanding,2025-07-31,0,80,74,6,6,0,7c24bd052904,False,115,75,595.1678411157395,,0,120.0,specifications_variance
variance,1,MTRN,variance_ridge_persistence,expanding,2025-07-31,10.0,3,3,0,0,0,6a41edb5bbf3,False,115,3,2.4346224068705524,0.261514893438357,3,,specifications_variance
variance,1,MTRN,variance_ridge_market,expanding,2025-07-31,1.0,6,6,0,0,0,946fecfcbebd,False,115,6,4.27811783471442,2.4870665657030817,6,,specifications_variance
variance,1,MTRN,variance_ridge_external,expanding,2025-07-31,1.0,8,8,0,0,0,d2d637360911,False,115,8,6.489740943708455,3.163131027835101,8,,specifications_variance
variance,1,MTRN,variance_ridge,expanding,2025-08-31,10.0,80,74,6,6,0,7c24bd052904,False,116,75,577.3251150103139,4.982951270582873,80,,specifications_variance
variance,1,MTRN,variance_forest,expanding,2025-08-31,0,80,74,6,6,0,7c24bd052904,False,116,75,577.3251150103139,,0,418.0,specifications_variance
variance,1,MTRN,variance_boost,expanding,2025-08-31,0,80,74,6,6,0,7c24bd052904,False,116,75,577.3251150103139,,0,120.0,specifications_variance
variance,1,MTRN,variance_ridge_persistence,expanding,2025-08-31,10.0,3,3,0,0,0,6a41edb5bbf3,False,116,3,2.4371831047605523,0.2614443657446317,3,,specifications_variance
variance,1,MTRN,variance_ridge_market,expanding,2025-08-31,1.0,6,6,0,0,0,946fecfcbebd,False,116,6,4.263889564678915,2.492138193154971,6,,specifications_variance
variance,1,MTRN,variance_ridge_external,expanding,2025-08-31,1.0,8,8,0,0,0,d2d637360911,False,116,8,6.454415421028044,3.1772116449124086,8,,specifications_variance
variance,1,MTRN,variance_ridge,expanding,2025-09-30,10.0,80,74,6,6,0,7c24bd052904,False,117,75,563.9801757384303,4.991943205623753,80,,specifications_variance
variance,1,MTRN,variance_forest,expanding,2025-09-30,0,80,74,6,6,0,7c24bd052904,False,117,75,563.9801757384303,,0,410.0,specifications_variance
variance,1,MTRN,variance_boost,expanding,2025-09-30,0,80,74,6,6,0,7c24bd052904,False,117,75,563.9801757384303,,0,120.0,specifications_variance
variance,1,MTRN,variance_ridge_persistence,expanding,2025-09-30,10.0,3,3,0,0,0,6a41edb5bbf3,False,117,3,2.4344985067881835,0.2614867969110122,3,,specifications_variance
variance,1,MTRN,variance_ridge_market,expanding,2025-09-30,1.0,6,6,0,0,0,946fecfcbebd,False,117,6,4.264695472076786,2.492900902958528,6,,specifications_variance
variance,1,MTRN,variance_ridge_external,expanding,2025-09-30,1.0,8,8,0,0,0,d2d637360911,False,117,8,6.389588954477394,3.195129506107844,8,,specifications_variance
variance,1,MTRN,variance_ridge,expanding,2025-10-31,10.0,80,74,6,6,0,7c24bd052904,False,118,75,545.497348962845,4.995744485143839,80,,specifications_variance
variance,1,MTRN,variance_forest,expanding,2025-10-31,0,80,74,6,6,0,7c24bd052904,False,118,75,545.497348962845,,0,420.0,specifications_variance
variance,1,MTRN,variance_boost,expanding,2025-10-31,0,80,74,6,6,0,7c24bd052904,False,118,75,545.497348962845,,0,120.0,specifications_variance
variance,1,MTRN,variance_ridge_persistence,expanding,2025-10-31,10.0,3,3,0,0,0,6a41edb5bbf3,False,118,3,2.433502382729779,0.2615029200134693,3,,specifications_variance
variance,1,MTRN,variance_ridge_market,expanding,2025-10-31,1.0,6,6,0,0,0,946fecfcbebd,False,118,6,4.258945802946652,2.493669942608655,6,,specifications_variance
variance,1,MTRN,variance_ridge_external,expanding,2025-10-31,1.0,8,8,0,0,0,d2d637360911,False,118,8,6.40081452444681,3.195519020977528,8,,specifications_variance
variance,1,MTRN,variance_ridge,expanding,2025-11-30,10.0,80,74,6,6,0,7c24bd052904,False,119,75,540.0072202396063,5.0005673642558754,80,,specifications_variance
variance,1,MTRN,variance_forest,expanding,2025-11-30,0,80,74,6,6,0,7c24bd052904,False,119,75,540.0072202396063,,0,427.0,specifications_variance
variance,1,MTRN,variance_boost,expanding,2025-11-30,0,80,74,6,6,0,7c24bd052904,False,119,75,540.0072202396063,,0,120.0,specifications_variance
variance,1,MTRN,variance_ridge_persistence,expanding,2025-11-30,10.0,3,3,0,0,0,6a41edb5bbf3,False,119,3,2.4245941220017686,0.2615474476142709,3,,specifications_variance
variance,1,MTRN,variance_ridge_market,expanding,2025-11-30,1.0,6,6,0,0,0,946fecfcbebd,False,119,6,4.256086258344945,2.4965649991821914,6,,specifications_variance
variance,1,MTRN,variance_ridge_external,expanding,2025-11-30,1.0,8,8,0,0,0,d2d637360911,False,119,8,6.352170967108902,3.197812265491454,8,,specifications_variance
variance,1,MTRN,variance_ridge,expanding,2025-12-31,intercept_only,80,74,0,6,0,7c24bd052904,True,120,0,,0.0,0,,specifications_variance
variance,1,MTRN,variance_forest,expanding,2025-12-31,0,80,74,6,6,0,7c24bd052904,False,120,75,539.5336729592372,,0,424.0,specifications_variance
variance,1,MTRN,variance_boost,expanding,2025-12-31,intercept_only,80,74,0,6,0,7c24bd052904,True,120,0,,0.0,0,,specifications_variance
variance,1,MTRN,variance_ridge_persistence,expanding,2025-12-31,intercept_only,3,3,0,0,0,6a41edb5bbf3,True,120,0,,0.0,0,,specifications_variance
variance,1,MTRN,variance_ridge_market,expanding,2025-12-31,10.0,6,6,0,0,0,946fecfcbebd,False,120,6,4.255881104095475,0.5101679990888384,6,,specifications_variance
variance,1,MTRN,variance_ridge_external,expanding,2025-12-31,10.0,8,8,0,0,0,d2d637360911,False,120,8,6.30459761755439,0.6661466005006982,8,,specifications_variance
variance,1,MTRN,variance_ridge,expanding,2026-01-31,intercept_only,80,74,0,6,0,7c24bd052904,True,121,0,,0.0,0,,specifications_variance
variance,1,MTRN,variance_forest,expanding,2026-01-31,0,80,74,6,6,0,7c24bd052904,False,121,75,537.3154818050792,,0,425.0,specifications_variance
variance,1,MTRN,variance_boost,expanding,2026-01-31,intercept_only,80,74,0,6,0,7c24bd052904,True,121,0,,0.0,0,,specifications_variance
variance,1,MTRN,variance_ridge_persistence,expanding,2026-01-31,intercept_only,3,3,0,0,0,6a41edb5bbf3,True,121,0,,0.0,0,,specifications_variance
variance,1,MTRN,variance_ridge_market,expanding,2026-01-31,10.0,6,6,0,0,0,946fecfcbebd,False,121,6,4.264598990023576,0.510218055049697,6,,specifications_variance
variance,1,MTRN,variance_ridge_external,expanding,2026-01-31,10.0,8,8,0,0,0,d2d637360911,False,121,8,6.28558865156236,0.666605106672431,8,,specifications_variance
variance,1,MTRN,variance_ridge,expanding,2026-02-28,intercept_only,80,74,0,6,0,7c24bd052904,True,122,0,,0.0,0,,specifications_variance
variance,1,MTRN,variance_forest,expanding,2026-02-28,0,80,74,6,6,0,7c24bd052904,False,122,75,532.4117256095703,,0,431.0,specifications_variance
variance,1,MTRN,variance_boost,expanding,2026-02-28,intercept_only,80,74,0,6,0,7c24bd052904,True,122,0,,0.0,0,,specifications_variance
variance,1,MTRN,variance_ridge_persistence,expanding,2026-02-28,intercept_only,3,3,0,0,0,6a41edb5bbf3,True,122,0,,0.0,0,,specifications_variance
variance,1,MTRN,variance_ridge_market,expanding,2026-02-28,10.0,6,6,0,0,0,946fecfcbebd,False,122,6,4.264031793345022,0.5104292280733264,6,,specifications_variance
variance,1,MTRN,variance_ridge_external,expanding,2026-02-28,10.0,8,8,0,0,0,d2d637360911,False,122,8,6.245827626625547,0.6669980074666446,8,,specifications_variance
variance,1,MTRN,variance_ridge,expanding,2026-03-31,intercept_only,80,74,0,6,0,7c24bd052904,True,123,0,,0.0,0,,specifications_variance
variance,1,MTRN,variance_forest,expanding,2026-03-31,0,80,74,6,6,0,7c24bd052904,False,123,75,531.2942955426452,,0,434.0,specifications_variance
variance,1,MTRN,variance_boost,expanding,2026-03-31,intercept_only,80,74,0,6,0,7c24bd052904,True,123,0,,0.0,0,,specifications_variance
variance,1,MTRN,variance_ridge_persistence,expanding,2026-03-31,intercept_only,3,3,0,0,0,6a41edb5bbf3,True,123,0,,0.0,0,,specifications_variance
variance,1,MTRN,variance_ridge_market,expanding,2026-03-31,10.0,6,6,0,0,0,946fecfcbebd,False,123,6,4.262396647074263,0.510450808396556,6,,specifications_variance
variance,1,MTRN,variance_ridge_external,expanding,2026-03-31,10.0,8,8,0,0,0,d2d637360911,False,123,8,6.217137540923968,0.6670296919222088,8,,specifications_variance
variance,1,MTRN,variance_ridge,expanding,2026-04-30,intercept_only,80,74,0,6,0,7c24bd052904,True,124,0,,0.0,0,,specifications_variance
variance,1,MTRN,variance_forest,expanding,2026-04-30,0,80,74,6,6,0,7c24bd052904,False,124,75,531.3987406614024,,0,439.0,specifications_variance
variance,1,MTRN,variance_boost,expanding,2026-04-30,intercept_only,80,74,0,6,0,7c24bd052904,True,124,0,,0.0,0,,specifications_variance
variance,1,MTRN,variance_ridge_persistence,expanding,2026-04-30,intercept_only,3,3,0,0,0,6a41edb5bbf3,True,124,0,,0.0,0,,specifications_variance
variance,1,MTRN,variance_ridge_market,expanding,2026-04-30,10.0,6,6,0,0,0,946fecfcbebd,False,124,6,4.205694864957558,0.5102561401559734,6,,specifications_variance
variance,1,MTRN,variance_ridge_external,expanding,2026-04-30,10.0,8,8,0,0,0,d2d637360911,False,124,8,6.047570160259154,0.6666703767675546,8,,specifications_variance
variance,1,MTRN,variance_ridge,expanding,2026-05-31,intercept_only,80,74,0,6,0,7c24bd052904,True,125,0,,0.0,0,,specifications_variance
variance,1,MTRN,variance_forest,expanding,2026-05-31,0,80,74,6,6,0,7c24bd052904,False,125,75,528.2926642756612,,0,446.0,specifications_variance
variance,1,MTRN,variance_boost,expanding,2026-05-31,intercept_only,80,74,0,6,0,7c24bd052904,True,125,0,,0.0,0,,specifications_variance
variance,1,MTRN,variance_ridge_persistence,expanding,2026-05-31,intercept_only,3,3,0,0,0,6a41edb5bbf3,True,125,0,,0.0,0,,specifications_variance
variance,1,MTRN,variance_ridge_market,expanding,2026-05-31,10.0,6,6,0,0,0,946fecfcbebd,False,125,6,4.195028695303891,0.5103572516945443,6,,specifications_variance
variance,1,MTRN,variance_ridge_external,expanding,2026-05-31,10.0,8,8,0,0,0,d2d637360911,False,125,8,6.005586389072723,0.6668137604036619,8,,specifications_variance
variance,1,MTRN,variance_ridge,expanding,2026-06-30,intercept_only,80,74,0,6,0,7c24bd052904,True,126,0,,0.0,0,,specifications_variance
variance,1,MTRN,variance_forest,expanding,2026-06-30,0,80,74,6,6,0,7c24bd052904,False,126,75,527.9526062711152,,0,447.0,specifications_variance
variance,1,MTRN,variance_boost,expanding,2026-06-30,intercept_only,80,74,0,6,0,7c24bd052904,True,126,0,,0.0,0,,specifications_variance
variance,1,MTRN,variance_ridge_persistence,expanding,2026-06-30,intercept_only,3,3,0,0,0,6a41edb5bbf3,True,126,0,,0.0,0,,specifications_variance
variance,1,MTRN,variance_ridge_market,expanding,2026-06-30,10.0,6,6,0,0,0,946fecfcbebd,False,126,6,4.192521179057379,0.5105831243530319,6,,specifications_variance
variance,1,MTRN,variance_ridge_external,expanding,2026-06-30,10.0,8,8,0,0,0,d2d637360911,False,126,8,5.804371038951294,0.6673522058299847,8,,specifications_variance
variance,1,MTRN,variance_ridge,expanding,2026-07-31,intercept_only,80,74,0,6,0,7c24bd052904,True,127,0,,0.0,0,,specifications_variance
variance,1,MTRN,variance_forest,expanding,2026-07-31,0,80,74,6,6,0,7c24bd052904,False,127,75,520.2642516997801,,0,446.0,specifications_variance
variance,1,MTRN,variance_boost,expanding,2026-07-31,intercept_only,80,74,0,6,0,7c24bd052904,True,127,0,,0.0,0,,specifications_variance
variance,1,MTRN,variance_ridge_persistence,expanding,2026-07-31,intercept_only,3,3,0,0,0,6a41edb5bbf3,True,127,0,,0.0,0,,specifications_variance
variance,1,MTRN,variance_ridge_market,expanding,2026-07-31,10.0,6,6,0,0,0,946fecfcbebd,False,127,6,4.187689930241484,0.510517021609443,6,,specifications_variance
variance,1,MTRN,variance_ridge_external,expanding,2026-07-31,10.0,8,8,0,0,0,d2d637360911,False,127,8,5.600182901491741,0.6685711448162641,8,,specifications_variance
variance,1,ENTG,variance_ridge,expanding,2022-12-31,10.0,80,76,8,4,0,4a446de9eadc,False,84,78,73362.39801711711,4.831621712133559,84,,specifications_variance
variance,1,ENTG,variance_forest,expanding,2022-12-31,0,80,76,8,4,0,4a446de9eadc,False,84,78,73362.39801711711,,0,371.0,specifications_variance
variance,1,ENTG,variance_boost,expanding,2022-12-31,0,80,76,8,4,0,4a446de9eadc,False,84,78,73362.39801711711,,0,120.0,specifications_variance
variance,1,ENTG,variance_ridge_persistence,expanding,2022-12-31,0.01,3,3,0,0,0,6a41edb5bbf3,False,84,3,3.539819305202421,2.9249879685451607,3,,specifications_variance
variance,1,ENTG,variance_ridge_market,expanding,2022-12-31,1.0,6,6,0,0,0,946fecfcbebd,False,84,6,6.308865811792062,2.1927449967001023,6,,specifications_variance
variance,1,ENTG,variance_ridge_external,expanding,2022-12-31,1.0,8,8,0,0,0,d2d637360911,False,84,8,8.498988838201795,2.7472732445585564,8,,specifications_variance
variance,1,ENTG,variance_ridge,expanding,2023-01-31,10.0,80,76,8,4,0,4a446de9eadc,False,85,77,3010.854118296337,4.842395717335954,84,,specifications_variance
variance,1,ENTG,variance_forest,expanding,2023-01-31,0,80,76,8,4,0,4a446de9eadc,False,85,77,3010.854118296337,,0,379.0,specifications_variance
variance,1,ENTG,variance_boost,expanding,2023-01-31,0,80,76,8,4,0,4a446de9eadc,False,85,77,3010.854118296337,,0,120.0,specifications_variance
variance,1,ENTG,variance_ridge_persistence,expanding,2023-01-31,0.01,3,3,0,0,0,6a41edb5bbf3,False,85,3,3.524933865150536,2.9247762628290648,3,,specifications_variance
variance,1,ENTG,variance_ridge_market,expanding,2023-01-31,1.0,6,6,0,0,0,946fecfcbebd,False,85,6,6.337206705637113,2.2008396933786343,6,,specifications_variance
variance,1,ENTG,variance_ridge_external,expanding,2023-01-31,1.0,8,8,0,0,0,d2d637360911,False,85,8,8.380902969858365,2.756364150627843,8,,specifications_variance
variance,1,ENTG,variance_ridge,expanding,2023-02-28,10.0,80,76,8,4,0,4a446de9eadc,False,86,77,2796.8919120077926,4.841287223713767,84,,specifications_variance
variance,1,ENTG,variance_forest,expanding,2023-02-28,0,80,76,8,4,0,4a446de9eadc,False,86,77,2796.8919120077926,,0,391.0,specifications_variance
variance,1,ENTG,variance_boost,expanding,2023-02-28,0,80,76,8,4,0,4a446de9eadc,False,86,77,2796.8919120077926,,0,120.0,specifications_variance
variance,1,ENTG,variance_ridge_persistence,expanding,2023-02-28,0.01,3,3,0,0,0,6a41edb5bbf3,False,86,3,3.6002868233129632,2.9225340669026565,3,,specifications_variance
variance,1,ENTG,variance_ridge_market,expanding,2023-02-28,1.0,6,6,0,0,0,946fecfcbebd,False,86,6,6.333739597245106,2.212032397756887,6,,specifications_variance
variance,1,ENTG,variance_ridge_external,expanding,2023-02-28,1.0,8,8,0,0,0,d2d637360911,False,86,8,8.376442223917987,2.767789456685609,8,,specifications_variance
variance,1,ENTG,variance_ridge,expanding,2023-03-31,10.0,80,78,10,2,0,11af746edb64,False,87,81,8028.932721616149,4.976335073210937,88,,specifications_variance
variance,1,ENTG,variance_forest,expanding,2023-03-31,0,80,78,10,2,0,11af746edb64,False,87,81,8028.932721616149,,0,397.0,specifications_variance
variance,1,ENTG,variance_boost,expanding,2023-03-31,0,80,78,10,2,0,11af746edb64,False,87,81,8028.932721616149,,0,120.0,specifications_variance
variance,1,ENTG,variance_ridge_persistence,expanding,2023-03-31,0.01,3,3,0,0,0,6a41edb5bbf3,False,87,3,3.623186677165614,2.9219369068908785,3,,specifications_variance
variance,1,ENTG,variance_ridge_market,expanding,2023-03-31,1.0,6,6,0,0,0,946fecfcbebd,False,87,6,6.26479185136354,2.2136247570695877,6,,specifications_variance
variance,1,ENTG,variance_ridge_external,expanding,2023-03-31,1.0,8,8,0,0,0,d2d637360911,False,87,8,8.36541244380644,2.7650106347192507,8,,specifications_variance
variance,1,ENTG,variance_ridge,expanding,2023-04-30,10.0,80,78,10,2,0,11af746edb64,False,88,80,2906.3251367879243,4.979145459728413,88,,specifications_variance
variance,1,ENTG,variance_forest,expanding,2023-04-30,0,80,78,10,2,0,11af746edb64,False,88,80,2906.3251367879243,,0,402.0,specifications_variance
variance,1,ENTG,variance_boost,expanding,2023-04-30,0,80,78,10,2,0,11af746edb64,False,88,80,2906.3251367879243,,0,120.0,specifications_variance
variance,1,ENTG,variance_ridge_persistence,expanding,2023-04-30,0.01,3,3,0,0,0,6a41edb5bbf3,False,88,3,3.623714548087126,2.921903361310002,3,,specifications_variance
variance,1,ENTG,variance_ridge_market,expanding,2023-04-30,1.0,6,6,0,0,0,946fecfcbebd,False,88,6,6.162732018369648,2.2228509171866557,6,,specifications_variance
variance,1,ENTG,variance_ridge_external,expanding,2023-04-30,1.0,8,8,0,0,0,d2d637360911,False,88,8,8.129991350104216,2.7763821947928293,8,,specifications_variance
variance,1,ENTG,variance_ridge,expanding,2023-05-31,10.0,80,78,10,2,0,11af746edb64,False,89,80,4856.751374305778,4.974988154149904,88,,specifications_variance
variance,1,ENTG,variance_forest,expanding,2023-05-31,0,80,78,10,2,0,11af746edb64,False,89,80,4856.751374305778,,0,397.0,specifications_variance
variance,1,ENTG,variance_boost,expanding,2023-05-31,0,80,78,10,2,0,11af746edb64,False,89,80,4856.751374305778,,0,120.0,specifications_variance
variance,1,ENTG,variance_ridge_persistence,expanding,2023-05-31,0.01,3,3,0,0,0,6a41edb5bbf3,False,89,3,3.6156308389015015,2.922419775793964,3,,specifications_variance
variance,1,ENTG,variance_ridge_market,expanding,2023-05-31,1.0,6,6,0,0,0,946fecfcbebd,False,89,6,6.067388571095277,2.234034870199439,6,,specifications_variance
variance,1,ENTG,variance_ridge_external,expanding,2023-05-31,1.0,8,8,0,0,0,d2d637360911,False,89,8,7.929731783555006,2.7895842519269083,8,,specifications_variance
variance,1,ENTG,variance_ridge,expanding,2023-06-30,10.0,80,78,11,2,0,11af746edb64,False,90,82,11675.383108954384,4.97195954289314,89,,specifications_variance
variance,1,ENTG,variance_forest,expanding,2023-06-30,0,80,78,11,2,0,11af746edb64,False,90,82,11675.383108954384,,0,410.0,specifications_variance
variance,1,ENTG,variance_boost,expanding,2023-06-30,0,80,78,11,2,0,11af746edb64,False,90,82,11675.383108954384,,0,120.0,specifications_variance
variance,1,ENTG,variance_ridge_persistence,expanding,2023-06-30,0.01,3,3,0,0,0,6a41edb5bbf3,False,90,3,3.619806576276782,2.9216692142682503,3,,specifications_variance
variance,1,ENTG,variance_ridge_market,expanding,2023-06-30,1.0,6,6,0,0,0,946fecfcbebd,False,90,6,6.051516382857193,2.2462064796431886,6,,specifications_variance
variance,1,ENTG,variance_ridge_external,expanding,2023-06-30,1.0,8,8,0,0,0,d2d637360911,False,90,8,7.919964144203561,2.802841499241029,8,,specifications_variance
variance,1,ENTG,variance_ridge,expanding,2023-07-31,10.0,80,77,10,3,0,526869ef459e,False,91,81,9663.457891409857,4.917057088314328,87,,specifications_variance
variance,1,ENTG,variance_forest,expanding,2023-07-31,0,80,77,10,3,0,526869ef459e,False,91,81,9663.457891409857,,0,402.0,specifications_variance
variance,1,ENTG,variance_boost,expanding,2023-07-31,0,80,77,10,3,0,526869ef459e,False,91,81,9663.457891409857,,0,120.0,specifications_variance
variance,1,ENTG,variance_ridge_persistence,expanding,2023-07-31,0.01,3,3,0,0,0,6a41edb5bbf3,False,91,3,3.6116172491409047,2.92226001116295,3,,specifications_variance
